complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel,transaction_date,reported_date,bank_response_date,txn_id_missing_flag,user_id_missing_flag,merchant_id_missing_flag,disputed_amount_missing_flag,has_long_reporting_delay,has_long_bank_response_delay,invalid_reporting_delay,invalid_bank_response_delay,user_found_in_kyc,merchant_found_in_master,transaction_found,user_id_unmatched,merchant_id_unmatched,txn_id_unmatched
CB0000024,TXN00007464,False,USR69440,MER7458,2026-01-18 00:00:00,2026-02-02 03:05:42,2026-02-14 00:00:00,15.128958333333332,11.871041666666668,False,2001.83,False,Amount Mismatch,extra amount deducted,Complaint received after multiple failed attempts.,Rejected,Medium,Chatbot,2026-01-18,2026-02-02,2026-02-14,False,False,False,False,True,True,False,False,False,True,True,True,False,False
CB0002475,TXN00015216,False,USR46902,MER4919,2026-02-16 12:45:00,2026-02-19 00:00:00,2026-02-23 00:00:00,2.46875,4.0,False,2997.0,False,Account Takeover / Unauthorized,not done by me,Suspicious high-value payment disputed by customer.,In Progress,High,Call Center,2026-02-16,2026-02-19,2026-02-23,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002011,TXN00005230,False,USR24993,MER5993,2026-01-15 20:42:00,2026-01-18 00:00:00,2026-02-16 00:00:00,2.1375,29.0,False,5154.73,False,Item/Service Not Delivered,no service,User says UPI PIN was not entered by them.,Rejected,Medium,App,2026-01-15,2026-01-18,2026-02-16,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000972,TXN00017157,False,USR27216,MER1366,2026-03-26 09:32:21,2026-03-29 00:00:00,2026-04-04 00:00:00,2.6025347222222224,6.0,False,738.08,False,Amount Mismatch,amount mismatch,Customer says transaction was not authorized. call dropped,Pending Bank,Medium,Branch,2026-03-26,2026-03-29,2026-04-04,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0000210,TXN00001539,False,USR60489,MER7607,2026-02-06 00:00:00,2026-02-08 00:00:00,2026-02-09 00:00:00,2.0,1.0,False,2117.07,False,General Complaint / Dispute,dispute raised,customer says transaction was not authorized.,In Progress,Medium,Chatbot,2026-02-06,2026-02-08,2026-02-09,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0000935,TXN00017209,False,USR91820,MER5221,2026-03-12 00:00:00,2026-03-14 22:13:16,2026-03-29 00:00:00,2.925879629629629,14.07412037037037,False,1552.09,False,Duplicate Debit,charged twice,Customer complaint text unclear due to poor call center notes.,Closed,Medium,Email,2026-03-12,2026-03-14,2026-03-29,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002628,TXN00016840,False,USR73920,MER4401,2026-01-07 00:00:00,2026-01-09 14:02:55,,2.5853587962962963,,False,276.74,False,General Complaint / Dispute,dispute raised,customer says amount was debited twice.,Open,Medium,Branch,2026-01-07,2026-01-09,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000003,TXN00013293,False,USR91078,MER6993,2026-01-07 23:12:32,2026-01-09 14:12:00,2026-02-04 00:00:00,1.6246296296296296,25.40833333333333,False,1290.78,False,Other/Unclassified,incorrect amount,user says upi pin was not entered by them.,Rejected,Medium,IVR,2026-01-07,2026-01-09,2026-02-04,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0001162,TXN00012239,False,USR22644,MER5296,2026-01-27 15:49:00,2026-01-29 00:00:00,,1.3409722222222222,,False,6796.0,False,Duplicate Debit,Duplicate Debit,Customer complaint text unclear due to poor call center notes.,Closed,Medium,Chatbot,2026-01-27,2026-01-29,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002460,TXN00018148,False,USR68295,MER2914,2026-01-05 15:46:00,2026-01-07 00:00:00,2026-01-14 05:46:54,1.3430555555555554,7.2409027777777775,False,2197.15,False,Duplicate Debit,charged twice,Payment made to unknown merchant as per customer statement.,Open,Low,Branch,2026-01-05,2026-01-07,2026-01-14,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0002436,TXN00008330,False,USR64405,MER9291,2026-03-03 00:00:00,2026-03-10 00:00:00,2026-04-01 00:00:00,7.0,22.0,False,1847.49,False,Other/Unclassified,UNAUTHORISED,Customer complaint text unclear due to poor call center notes.,In Progress,Medium,Branch,2026-03-03,2026-03-10,2026-04-01,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001658,TXN00004488,False,USR55710,MER6850,2026-01-05 13:51:43,2026-01-09 00:00:00,,3.4224189814814814,,False,2468.0,False,Other/Unclassified,incorrect amount,Complaint received after multiple failed attempts.,Rejected,Critical,App,2026-01-05,2026-01-09,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002136,TXN00005344,False,USR86525,MER5753,2026-03-24 00:00:00,2026-04-03 00:00:00,2026-04-04 09:48:11,10.0,1.408460648148148,False,1422.0,False,Account Takeover / Unauthorized,Account Takeover,Customer complaint text unclear due to poor call center notes.,Closed,High,Chatbot,2026-03-24,2026-04-03,2026-04-04,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0000648,TXN00005486,False,USR11810,MER1581,2026-02-02 00:00:00,2026-02-04 00:00:00,,2.0,,False,1288.0,False,Other/Unclassified,FRAUD,user says upi pin was not entered by them.,Closed,Low,Branch,2026-02-02,2026-02-04,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001391,TXN00008679,False,USR46067,MER1887,2026-03-22 00:00:00,2026-03-23 21:04:05,2026-03-29 21:04:00,1.877835648148148,5.99994212962963,False,1294.7,False,Amount Mismatch,Wrong Amount,Complaint received after multiple failed attempts.,Resolved,Medium,Chatbot,2026-03-22,2026-03-23,2026-03-29,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002589,TXN00001501,False,USR49236,MER4590,2026-03-22 00:00:00,,2026-04-12 00:00:00,,,False,1157.85,False,Duplicate Debit,charged twice,Payment made to unknown merchant as per customer statement.,Open,High,IVR,2026-03-22,,2026-04-12,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002111,TXN00019791,False,USR48202,MER2383,2026-02-06 06:10:00,2026-02-08 00:00:00,2026-02-17 18:10:00,1.7430555555555556,9.756944444444445,False,376.0,False,Amount Mismatch,amount mismatch,Customer complaint text unclear due to poor call center notes.,Closed,Low,Chatbot,2026-02-06,2026-02-08,2026-02-17,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0000769,TXN00010549,False,USR88037,MER4590,2026-01-16 00:00:00,2026-01-31 00:00:00,2026-03-02 14:45:00,15.0,30.61458333333333,False,6630.73,False,General Complaint / Dispute,complaint,Complaint received after multiple failed attempts.,In Progress,Medium,App,2026-01-16,2026-01-31,2026-03-02,False,False,False,False,True,True,False,False,True,False,True,False,True,False
CB0001343,TXN00017045,False,USR87914,MER2822,2026-01-20 00:00:00,2026-03-07 00:00:00,2026-03-20 00:00:00,46.0,13.0,False,1409.0,False,Account Takeover / Unauthorized,not done by me,Suspicious high-value payment disputed by customer. urgent,In Progress,Medium,Chatbot,2026-01-20,2026-03-07,2026-03-20,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002754,TXN00014491,False,USR40425,MER1768,2026-01-10 00:00:00,2026-01-13 13:24:00,,3.558333333333333,,False,3840.0,False,Account Takeover / Unauthorized,login compromised,Complaint received after multiple failed attempts.,In Progress,Low,IVR,2026-01-10,2026-01-13,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001292,TXN00018296,False,USR56334,MER1320,2026-03-11 00:00:00,2026-03-11 00:00:00,2026-03-13 00:56:00,0.0,2.0388888888888888,False,849.13,False,Duplicate Debit,DUP_DEBIT,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Closed,Medium,IVR,2026-03-11,2026-03-11,2026-03-13,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0000974,TXN00010092,False,USR70647,MER6974,2026-03-16 00:00:00,2026-03-18 00:00:00,2026-03-24 00:00:00,2.0,6.0,False,1533.39,False,Other/Unclassified,fraud,Merchant service was not delivered after payment.,Open,Low,IVR,2026-03-16,2026-03-18,2026-03-24,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001842,TXN00012727,False,USR63387,MER2945,2026-03-26 05:18:01,2026-04-05 10:18:01,2026-04-25 00:00:00,10.208333333333334,19.57082175925926,False,847.6,False,Amount Mismatch,extra amount deducted,Customer says amount was debited twice.,Closed,Critical,IVR,2026-03-26,2026-04-05,2026-04-25,False,False,False,False,True,True,False,False,False,True,True,True,False,False
CB0001964,TXN00002766,False,USR97332,MER6356,2026-02-08 00:00:00,2026-02-11 20:51:02,2026-03-05 20:51:00,3.868773148148148,21.99997685185185,False,216.49,False,General Complaint / Dispute,customer issue,User claims account was compromised before transaction.,Open,Medium,IVR,2026-02-08,2026-02-11,2026-03-05,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0000641,TXN00007177,False,USR11036,MER3177,2026-01-17 00:00:00,2026-01-22 00:00:00,2026-01-23 23:48:00,5.0,1.9916666666666667,False,1628.35,False,Other/Unclassified,unauth txn,Customer says amount was debited twice.,Closed,Medium,Branch,2026-01-17,2026-01-22,2026-01-23,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001789,TXN00007455,False,USR44134,MER3520,2026-01-02 00:00:00,2026-01-05 00:00:00,2026-01-18 00:00:00,3.0,13.0,False,1002.8,False,Item/Service Not Delivered,not delivered,merchant service was not delivered after payment.,Open,High,IVR,2026-01-02,2026-01-05,2026-01-18,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000732,TXN00004610,False,USR32036,MER3057,2026-01-01 22:58:19,2026-02-16 08:58:00,2026-02-18 00:00:00,45.41644675925926,1.6263888888888889,False,5879.13,False,Other/Unclassified,scam,Suspicious high-value payment disputed by customer.,Resolved,Medium,Email,2026-01-01,2026-02-16,2026-02-18,False,False,False,False,True,False,False,False,True,True,True,False,False,False
CB0001490,TXN00003514,False,USR77962,MER9344,2026-03-15 00:00:00,2026-03-25 00:00:00,2026-04-19 00:00:00,10.0,25.0,False,1510.93,False,Other/Unclassified,service failed,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,Medium,Chatbot,2026-03-15,2026-03-25,2026-04-19,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0001176,TXN00012064,False,USR50427,MER3651,2026-03-28 00:00:00,2026-03-29 00:00:00,2026-04-04 00:00:00,1.0,6.0,False,786.31,False,Account Takeover / Unauthorized,unauthorized_transaction,Suspicious high-value payment disputed by customer.,In Progress,Medium,Email,2026-03-28,2026-03-29,2026-04-04,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000931,TXN00005802,False,USR60098,MER6474,2026-01-29 19:01:00,,2026-02-04 05:01:06,,,False,964.98,False,Other/Unclassified,Fraud Suspected,user claims account was compromised before transaction.,Open,Medium,IVR,2026-01-29,,2026-02-04,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0001493,TXN00006595,False,USR31543,MER5575,2026-01-18 00:00:00,2026-01-24 00:00:00,2026-01-28 00:00:00,6.0,4.0,False,2625.77,False,Amount Mismatch,extra amount deducted,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Pending Bank,Low,Call Center,2026-01-18,2026-01-24,2026-01-28,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0001440,TXN00009124,False,USR51720,MER1539,2026-02-06 01:11:28,2026-03-08 00:00:00,2026-03-18 00:00:00,29.95037037037037,10.0,False,253.0,False,Other/Unclassified,service failed,Customer says transaction was not authorized.,In Progress,Medium,IVR,2026-02-06,2026-03-08,2026-03-18,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002724,TXN00007282,False,USR52296,MER8854,2026-01-22 20:50:32,2026-01-24 00:00:00,2026-02-14 00:00:00,1.131574074074074,21.0,False,9729.28,False,Amount Mismatch,extra amount deducted,Payment made to unknown merchant as per customer statement.,Pending Bank,Medium,Branch,2026-01-22,2026-01-24,2026-02-14,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0001277,TXN00010511,False,USR79673,MER3992,2026-02-16 11:35:00,2026-02-22 10:35:24,2026-02-27 00:00:00,5.958611111111111,4.55875,False,12071.05,False,General Complaint / Dispute,complaint,User says UPI PIN was not entered by them.,Closed,Low,Email,2026-02-16,2026-02-22,2026-02-27,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001300,TXN00009464,False,USR85148,MER7648,2026-02-09 00:00:00,,2026-03-06 00:00:00,,,False,2154.73,False,Account Takeover / Unauthorized,account hacked,Merchant service was not delivered after payment.,Pending Bank,High,IVR,2026-02-09,,2026-03-06,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002259,TXN00013350,False,USR98061,MER8037,2026-02-03 00:00:00,2026-02-09 01:39:01,2026-02-19 01:39:01,6.068761574074074,10.0,False,1837.87,False,Item/Service Not Delivered,not delivered,Complaint received after multiple failed attempts.,Pending Bank,Medium,Chatbot,2026-02-03,2026-02-09,2026-02-19,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001624,TXN00012795,False,USR83035,MER3452,2026-01-26 00:00:00,2026-01-28 16:03:00,2026-02-10 16:03:46,2.66875,13.000532407407407,False,4081.84,False,Item/Service Not Delivered,item not received,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Closed,Medium,IVR,2026-01-26,2026-01-28,2026-02-10,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0000726,TXN00016050,False,USR43040,MER4578,2026-01-18 00:00:00,2026-01-26 00:00:00,2026-01-27 00:00:00,8.0,1.0,False,1426.42,False,Amount Mismatch,amount mismatch,User says UPI PIN was not entered by them.,Resolved,Medium,IVR,2026-01-18,2026-01-26,2026-01-27,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0002287,TXN00004573,False,USR40925,MER4181,2026-02-09 08:18:39,2026-02-04 00:00:00,2026-02-27 00:00:00,-5.346284722222222,23.0,True,495.68,False,Amount Mismatch,extra amount deducted,Customer says amount was debited twice.,Closed,Medium,IVR,2026-02-09,2026-02-04,2026-02-27,False,False,False,False,False,True,True,False,False,False,True,True,True,False
CB0001398,TXN00015787,False,USR61935,MER8643,2026-02-06 16:53:00,2026-02-09 16:53:32,2026-02-16 00:00:00,3.0003703703703706,6.296157407407407,False,8787.96,False,Other/Unclassified,unauth txn,payment made to unknown merchant as per customer statement.,Rejected,Medium,IVR,2026-02-06,2026-02-09,2026-02-16,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0002149,TXN00011510,False,USR30541,MER6295,2026-01-13 00:00:00,2026-01-21 11:12:17,2026-01-30 00:00:00,8.466863425925926,8.533136574074074,False,7271.24,False,Other/Unclassified,suspicious transaction,Merchant service was not delivered after payment.,Open,Low,IVR,2026-01-13,2026-01-21,2026-01-30,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0000784,TXN00014785,False,USR41135,MER7286,2026-01-31 00:00:00,2026-01-31 00:00:00,2026-02-16 09:56:17,0.0,16.41408564814815,False,1176.91,False,Other/Unclassified,service failed,suspicious high-value payment disputed by customer.,In Progress,Low,Branch,2026-01-31,2026-01-31,2026-02-16,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000894,TXN00015855,False,USR95334,MER6372,2026-03-16 00:00:00,2026-03-19 00:00:00,2026-03-21 00:00:00,3.0,2.0,False,6458.0,False,Amount Mismatch,extra amount deducted,User says UPI PIN was not entered by them.,In Progress,Low,App,2026-03-16,2026-03-19,2026-03-21,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001322,TXN00018670,False,USR33934,MER9699,2026-03-09 00:00:00,2026-03-13 00:00:00,2026-03-19 00:00:00,4.0,6.0,False,3883.93,False,Amount Mismatch,amount mismatch,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Resolved,Medium,IVR,2026-03-09,2026-03-13,2026-03-19,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0001710,TXN00002546,False,USR96958,MER4226,2026-01-06 03:50:09,2026-01-13 00:00:00,,6.840173611111111,,False,6642.41,False,Account Takeover / Unauthorized,Account Takeover,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Rejected,Low,Call Center,2026-01-06,2026-01-13,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000012,TXN00013740,False,USR35501,MER8913,2026-01-25 00:00:00,2026-01-28 19:43:23,,3.8217939814814814,,False,650.92,False,General Complaint / Dispute,customer issue,Suspicious high-value payment disputed by customer.,Pending Bank,Medium,Chatbot,2026-01-25,2026-01-28,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000438,TXN00011978,False,USR99732,MER7833,2026-02-03 10:00:52,2026-02-04 00:00:00,,0.5827314814814815,,False,466.0,False,Item/Service Not Delivered,item not received,Customer says transaction was not authorized. urgent,Pending Bank,Low,Email,2026-02-03,2026-02-04,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001500,TXN00004113,False,USR65211,MER5770,2026-03-14 11:50:00,2026-04-14 00:00:00,2026-04-26 00:00:00,30.506944444444443,12.0,False,1173.86,False,Item/Service Not Delivered,no service,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Closed,High,Branch,2026-03-14,2026-04-14,2026-04-26,False,False,False,False,True,True,False,False,False,True,True,True,False,False
CB0000667,TXN00006052,False,USR54126,MER2266,2026-01-13 00:00:00,2026-01-15 00:00:00,,2.0,,False,1664.31,False,General Complaint / Dispute,customer issue,Complaint received after multiple failed attempts.,Pending Bank,Critical,Email,2026-01-13,2026-01-15,,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0000312,TXN00013916,False,USR29758,MER5655,2026-01-31 15:10:08,2026-02-10 22:10:08,2026-03-03 00:00:00,10.291666666666666,20.07629629629629,False,804.06,False,General Complaint / Dispute,dispute raised,Complaint received after multiple failed attempts.,Closed,Medium,Chatbot,2026-01-31,2026-02-10,2026-03-03,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002253,TXN00003501,False,USR85258,MER4018,2026-01-30 19:42:00,,2026-02-13 15:42:37,,,False,717.53,False,General Complaint / Dispute,dispute raised,Payment made to unknown merchant as per customer statement.,Resolved,Medium,Call Center,2026-01-30,,2026-02-13,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002625,TXN00004157,False,USR67803,MER8154,2026-01-25 00:00:00,2026-02-04 00:00:00,2026-02-22 00:00:00,10.0,18.0,False,269.0,False,General Complaint / Dispute,dispute raised,Customer says transaction was not authorized.,Open,Low,Call Center,2026-01-25,2026-02-04,2026-02-22,False,False,False,False,True,True,False,False,True,True,True,False,False,False
CB0001384,TXN00016135,False,USR75723,MER7246,2026-02-09 19:42:43,2026-02-11 00:00:00,2026-03-04 00:00:00,1.1786689814814817,21.0,False,830.69,False,Account Takeover / Unauthorized,Unauthorized Transaction,Merchant service was not delivered after payment.,Open,Medium,Chatbot,2026-02-09,2026-02-11,2026-03-04,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0002717,TXN00010611,False,USR62341,MER6810,2026-01-04 00:00:00,2026-01-06 00:00:00,2026-01-21 00:19:00,2.0,15.013194444444444,False,1248.48,False,General Complaint / Dispute,Customer Dispute,User says UPI PIN was not entered by them.,Rejected,High,Chatbot,2026-01-04,2026-01-06,2026-01-21,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000545,TXN00011868,False,USR25128,MER3714,2026-02-02 00:00:00,2026-02-04 13:11:50,,2.5498842592592594,,False,1080.46,False,Account Takeover / Unauthorized,account hacked,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,Chatbot,2026-02-02,2026-02-04,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001111,TXN00009206,False,USR23400,MER6695,2026-01-09 00:00:00,2026-01-11 07:25:00,2026-02-04 00:00:00,2.3090277777777777,23.69097222222222,False,1313.0,False,Item/Service Not Delivered,delivery issue,Merchant service was not delivered after payment.,Open,Medium,Call Center,2026-01-09,2026-01-11,2026-02-04,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001351,TXN00015779,False,USR29306,MER1450,2026-01-06 00:00:00,2026-01-08 20:17:00,2026-01-17 00:00:00,2.845138888888889,8.154861111111112,False,3948.0,False,Account Takeover / Unauthorized,ATO,customer complaint text unclear due to poor call center notes.,Open,Low,Chatbot,2026-01-06,2026-01-08,2026-01-17,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0000151,TXN00005861,False,USR31659,MER5954,2026-03-21 00:00:00,2026-03-23 00:00:00,2026-03-29 00:00:00,2.0,6.0,False,10091.73,False,Amount Mismatch,amount mismatch,User reports money deducted but merchant denies receiving payment.,Rejected,Low,Email,2026-03-21,2026-03-23,2026-03-29,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002375,TXN00011957,False,USR43004,MER4590,2026-02-22 00:00:00,2026-03-09 00:00:00,2026-03-10 00:00:00,15.0,1.0,False,569.94,False,Account Takeover / Unauthorized,ATO,User reports money deducted but merchant denies receiving payment.,In Progress,Medium,Email,2026-02-22,2026-03-09,2026-03-10,False,False,False,False,True,False,False,False,True,False,True,False,True,False
CB0001107,TXN44609,False,USR77130,MER2757,2026-03-31 00:00:00,,2026-05-16 15:06:00,,,False,771.44,False,General Complaint / Dispute,customer issue,Customer complaint text unclear due to poor call center notes.,Resolved,Medium,App,2026-03-31,,2026-05-16,False,False,False,False,False,False,False,False,False,False,False,True,True,True
CB0001516,TXN00013162,False,USR27947,MER4181,2026-02-26 00:00:00,2026-03-04 00:00:00,,6.0,,False,221.35,False,Other/Unclassified,service failed,Customer says transaction was not authorized.,Closed,High,App,2026-02-26,2026-03-04,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0001187,TXN00012133,False,USR31699,MER5290,2026-03-08 00:00:00,2026-03-12 04:19:58,2026-03-19 00:00:00,4.180532407407408,6.819467592592592,False,1491.37,False,Account Takeover / Unauthorized,login compromised,Complaint received after multiple failed attempts.,Pending Bank,Low,App,2026-03-08,2026-03-12,2026-03-19,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001517,TXN00016968,False,USR40843,MER2266,2026-03-06 00:00:00,2026-03-11 23:37:25,2026-04-04 00:00:00,5.98431712962963,23.01568287037037,False,1768.72,False,Account Takeover / Unauthorized,ATO,Merchant service was not delivered after payment.,Rejected,Medium,App,2026-03-06,2026-03-11,2026-04-04,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0001217,TXN00010449,False,USR44544,MER3100,2026-01-21 23:13:16,2026-01-27 02:13:16,2026-02-22 00:00:00,5.125,25.907453703703705,False,1852.3,False,Other/Unclassified,service failed,User claims account was compromised before transaction.,Resolved,Low,Call Center,2026-01-21,2026-01-27,2026-02-22,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002689,TXN00011270,False,USR88203,MER3731,2026-03-05 01:07:52,2026-03-08 08:07:00,2026-03-23 08:07:52,3.2910648148148147,15.000601851851853,False,662.0,False,Account Takeover / Unauthorized,not done by me,Payment made to unknown merchant as per customer statement.,Open,Low,Chatbot,2026-03-05,2026-03-08,2026-03-23,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000733,TXN00012362,False,USR55838,MER4181,2026-02-05 12:02:58,2026-02-06 00:00:00,2026-02-08 15:02:00,0.4979398148148148,2.626388888888889,False,4043.04,False,Account Takeover / Unauthorized,ATO,User says UPI PIN was not entered by them.,Open,High,Branch,2026-02-05,2026-02-06,2026-02-08,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002731,TXN00000182,False,USR78938,MER8953,2026-02-11 00:00:00,2026-02-17 00:00:00,2026-02-26 00:00:00,6.0,9.0,False,17413.88,False,General Complaint / Dispute,customer issue,user claims account was compromised before transaction.,Closed,Medium,App,2026-02-11,2026-02-17,2026-02-26,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000511,TXN00018141,False,USR72986,MER8779,2026-03-16 00:00:00,2026-03-19 00:00:00,2026-03-28 00:00:00,3.0,9.0,False,4311.27,False,Item/Service Not Delivered,merchant service issue,Customer complaint text unclear due to poor call center notes.,Resolved,Medium,App,2026-03-16,2026-03-19,2026-03-28,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0000270,TXN00010202,False,USR15203,MER5264,2026-01-23 00:00:00,2026-01-25 00:00:00,2026-02-02 00:00:00,2.0,8.0,False,1328.22,False,Other/Unclassified,suspicious transaction,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,Branch,2026-01-23,2026-01-25,2026-02-02,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001727,TXN00016545,False,USR45053,MER5655,2026-03-04 18:43:59,2026-03-07 00:00:00,2026-03-14 00:00:00,2.2194560185185184,7.0,False,268.66,False,Account Takeover / Unauthorized,not done by me,Customer complaint text unclear due to poor call center notes.,In Progress,Medium,App,2026-03-04,2026-03-07,2026-03-14,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002216,TXN00007764,False,USR83977,MER3026,2026-03-19 00:00:00,2026-03-25 00:00:00,,6.0,,False,6398.47,False,General Complaint / Dispute,complaint,User claims account was compromised before transaction.,Open,Medium,Chatbot,2026-03-19,2026-03-25,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001380,TXN00009008,False,USR35697,MER7809,2026-03-23 00:00:00,2026-03-25 00:00:00,2026-04-09 12:19:42,2.0,15.513680555555556,False,743.0,False,General Complaint / Dispute,customer issue,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,Rejected,Low,IVR,2026-03-23,2026-03-25,2026-04-09,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002009,TXN00007679,False,USR85277,MER4226,2026-02-24 19:29:47,2026-02-28 11:29:00,,3.666122685185185,,False,504.58,False,Other/Unclassified,service failed,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,Open,High,Branch,2026-02-24,2026-02-28,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001479,TXN00008854,False,USR96222,MER8391,2026-03-12 23:27:49,2026-03-18 00:00:00,2026-04-15 13:27:49,5.022349537037037,28.56098379629629,False,2299.14,False,Amount Mismatch,extra amount deducted,Suspicious high-value payment disputed by customer.,Rejected,Medium,Chatbot,2026-03-12,2026-03-18,2026-04-15,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0002445,TXN87166,False,USR20310,MER3100,2026-02-12 00:00:00,2026-02-20 00:00:00,2026-03-11 01:21:40,8.0,19.05671296296296,False,2084.49,False,Account Takeover / Unauthorized,login compromised,User says UPI PIN was not entered by them.,Resolved,Medium,Call Center,2026-02-12,2026-02-20,2026-03-11,False,False,False,False,True,True,False,False,True,False,False,False,True,True
CB0001646,TXN00008404,False,USR50087,MER8857,2026-02-06 00:00:00,2026-02-06 00:00:00,2026-03-07 00:00:00,0.0,29.0,False,6003.55,False,Other/Unclassified,unauth txn,Customer complaint text unclear due to poor call center notes.,In Progress,Low,IVR,2026-02-06,2026-02-06,2026-03-07,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000184,TXN00001095,False,USR35485,MER7351,2026-03-06 00:00:00,2026-03-09 00:00:00,2026-03-25 00:00:00,3.0,16.0,False,1383.39,False,General Complaint / Dispute,dispute raised,User claims account was compromised before transaction.,Rejected,Medium,IVR,2026-03-06,2026-03-09,2026-03-25,False,False,False,False,False,True,False,False,False,False,True,True,True,False
